[coverage strength]
5
""
S11_type_recurrenceNumberText,S7_type_paymentCount,S12_select_recurrenceFieldSelect,S2_type_amount,S10_type_firstPaymentDate,S5_select_schedulingTypeSelect_index_3,S1_wait_input,S3_select_schedulingTypeSelect_index_1,S18_click_cssInputButton,S0_type_memberUserName,S14_type_description,S8c3_submit_submitButton,S13_click_calculatePaymentsButton
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountLef,MONTHS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,DAYS,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,WEEKS,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween7and30,invalidPaymentCountRight,MONTHS,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountLef,MONTHS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,DAYS,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,WEEKS,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidAmountRight,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,invalidAmountRight,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,validAcceptableAmount,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
validRecurrenceNumberBetween1and7,invalidPaymentCountRight,MONTHS,validAcceptableAmount,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween17and36,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,DAYS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,WEEKS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,invalidPaymentFutureDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,validPaymentCountBetween1and6,MONTHS,invalidAmountLeft,02/02/2012,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,invalidAmountRight,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
invalidRecurrenceNumberLef,invalidPaymentCountLef,DAYS,validAcceptableAmount,invalidPaymentPastDate,MULTIPLE_FUTURE,action,IMMEDIATELY,action,test1,anyString,action,action
