[coverage strength]
0

[parameters]
S0_submit_submitButton,action
S0_type_memberUserName,test1
S1_wait_input,action
S2_type_amount,invalidAmountRight,validAcceptableAmount,invalidAmountLeft
S3_submit_submitButton,action
S3_select_schedulingTypeSelect_index_2,SINGLE_FUTURE
S6_type_scheduleForText,invalidScheduleForFutureDate,validScheduleForDate,invalidScheduleForPastDate
S9_submit_submitButton,action
S3_select_schedulingTypeSelect_index_1,IMMEDIATELY
S5_select_schedulingTypeSelect_index_2,SINGLE_FUTURE
S6_select_schedulingTypeSelect_index_1,IMMEDIATELY
S5_select_schedulingTypeSelect_index_3,MULTIPLE_FUTURE
S7_type_paymentCount,validPaymentCountBetween17and36,validPaymentCountBetween1and6,invalidPaymentCountLef,invalidPaymentCountRight
S10_submit_submitButton,action
S7_select_schedulingTypeSelect_index_2,SINGLE_FUTURE
S6_submit_submitButton,action
S7_select_schedulingTypeSelect_index_1,IMMEDIATELY
S5_submit_submitButton,action
S6_select_schedulingTypeSelect_index_3,MULTIPLE_FUTURE
S18_click_cssInputButton,action
S10_type_firstPaymentDate,invalidPaymentFutureDate,02/02/2012,invalidPaymentPastDate
S11_click_calculatePaymentsButton,action
S11_submit_submitButton,action
S15_click_cssInputButton,action
S5_type_description,anyString
S8c1_submit_submitButton,action
S7_submit_submitButton,action
S10_click_calculatePaymentsButton,action
S14_submit_submitButton,action
S11_type_recurrenceNumberText,validRecurrenceNumberBetween7and30,validRecurrenceNumberBetween1and7,invalidRecurrenceNumberLef,invalidRecurrenceNumberRight
S12_click_calculatePaymentsButton,action
S12_submit_submitButton,action
S16_click_cssInputButton,action
S17_click_payNowButton,action
S9_type_description,anyString
S8c2_submit_submitButton,action
S3_select_schedulingTypeSelect_index_3,MULTIPLE_FUTURE
S14_type_description,anyString
S8c3_submit_submitButton,action
S12_select_recurrenceFieldSelect,DAYS,WEEKS,MONTHS
S13_submit_submitButton,action
S13_click_calculatePaymentsButton,action

[input models]
M0,S0_submit_submitButton
M2,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_submit_submitButton,S15_click_cssInputButton
M125,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M148,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M200,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M207,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M209,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M234,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M249,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M250,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M252,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M266,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M286,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M296,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M301,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M302,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_click_calculatePaymentsButton
M303,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_submit_submitButton
M304,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_submit_submitButton,S18_click_cssInputButton
M310,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_type_description,S8c3_submit_submitButton,S18_click_cssInputButton
M311,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M312,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M313,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M322,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_select_recurrenceFieldSelect,S13_submit_submitButton,S18_click_cssInputButton
M323,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M324,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_click_calculatePaymentsButton,S14_type_description,S8c3_submit_submitButton,S18_click_cssInputButton
M325,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_type_description,S8c2_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M326,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M327,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton
M330,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M331,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_click_calculatePaymentsButton
M332,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_submit_submitButton
