[coverage strength]
0

[parameters]
S0_submit_submitButton,action
S0_type_memberUserName,test1
S1_wait_input,action
S2_type_amount,invalidAmountRight,validAcceptableAmount,invalidAmountLeft
S3_submit_submitButton,action
S3_select_schedulingTypeSelect_index_2,SINGLE_FUTURE
S6_type_scheduleForText,invalidScheduleForFutureDate,validScheduleForDate,invalidScheduleForPastDate
S9_submit_submitButton,action
S3_select_schedulingTypeSelect_index_1,IMMEDIATELY
S5_select_schedulingTypeSelect_index_2,SINGLE_FUTURE
S6_select_schedulingTypeSelect_index_1,IMMEDIATELY
S5_select_schedulingTypeSelect_index_3,MULTIPLE_FUTURE
S7_type_paymentCount,validPaymentCountBetween17and36,validPaymentCountBetween1and6,invalidPaymentCountLef,invalidPaymentCountRight
S10_submit_submitButton,action
S7_select_schedulingTypeSelect_index_2,SINGLE_FUTURE
S6_submit_submitButton,action
S7_select_schedulingTypeSelect_index_1,IMMEDIATELY
S5_submit_submitButton,action
S6_select_schedulingTypeSelect_index_3,MULTIPLE_FUTURE
S18_click_cssInputButton,action
S10_type_firstPaymentDate,invalidPaymentFutureDate,02/02/2012,invalidPaymentPastDate
S11_click_calculatePaymentsButton,action
S11_submit_submitButton,action
S15_click_cssInputButton,action
S5_type_description,anyString
S8c1_submit_submitButton,action
S7_submit_submitButton,action
S10_click_calculatePaymentsButton,action
S14_submit_submitButton,action
S11_type_recurrenceNumberText,validRecurrenceNumberBetween7and30,validRecurrenceNumberBetween1and7,invalidRecurrenceNumberLef,invalidRecurrenceNumberRight
S12_click_calculatePaymentsButton,action
S12_submit_submitButton,action
S16_click_cssInputButton,action
S17_click_payNowButton,action
S9_type_description,anyString
S8c2_submit_submitButton,action
S3_select_schedulingTypeSelect_index_3,MULTIPLE_FUTURE
S14_type_description,anyString
S8c3_submit_submitButton,action
S12_select_recurrenceFieldSelect,DAYS,WEEKS,MONTHS
S13_submit_submitButton,action
S13_click_calculatePaymentsButton,action

[input models]
M0,S0_submit_submitButton
M103,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M108,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M110,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M111,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M113,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_submit_submitButton
M114,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_submit_submitButton,S18_click_cssInputButton
M115,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M116,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M12,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M122,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M125,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M126,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_type_description,S8c2_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M127,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M132,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M136,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M137,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M140,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M142,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_submit_submitButton
M143,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_submit_submitButton,S18_click_cssInputButton
M144,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M145,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M148,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M149,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M155,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_type_description,S8c3_submit_submitButton,S18_click_cssInputButton
M156,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M157,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M158,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M160,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M164,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M167,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M17,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M170,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M171,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M172,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M174,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M178,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M183,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M184,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_type_description,S8c2_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M185,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M189,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M190,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M192,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M194,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_submit_submitButton
M195,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_submit_submitButton,S18_click_cssInputButton
M196,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M197,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M199,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M2,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_submit_submitButton,S15_click_cssInputButton
M20,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M200,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M204,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_type_description,S8c3_submit_submitButton,S18_click_cssInputButton
M205,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M206,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M207,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M209,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M210,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M213,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M216,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M217,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M222,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M223,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_submit_submitButton,S18_click_cssInputButton
M227,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M229,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M230,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M232,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_type_recurrenceNumberText,S12_submit_submitButton
M233,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_submit_submitButton,S18_click_cssInputButton
M234,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M238,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M240,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_submit_submitButton
M241,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_click_calculatePaymentsButton,S14_type_description,S8c3_submit_submitButton,S18_click_cssInputButton
M242,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_type_paymentCount,S10_type_firstPaymentDate,S11_click_calculatePaymentsButton,S14_submit_submitButton,S18_click_cssInputButton
M243,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_type_scheduleForText,S9_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M244,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_type_description,S8c1_submit_submitButton,S15_click_cssInputButton
M249,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M25,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_submit_submitButton,S16_click_cssInputButton,S17_click_payNowButton
M250,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_submit_submitButton,S15_click_cssInputButton
M252,S0_type_memberUserName,S1_wait_input,S2_type_amount,S3_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_3,S7_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_2,S6_select_schedulingTypeSelect_index_1,S5_select_schedulingTypeSelect_index_3,S7_submit_submitButton
