[coverage strength]
0

[parameters]
DASHBOARD_click_Schedule_btn,action
SCHEDULE_click_Office_hours,0,1
DASHBOARD_click_Starred_btn,action
STARRED_click_Sessions_tab,action
SCHEDULE_go_Back,action
SCHEDULE_click_Whaton,action
SCHEDULE_click_Next_Arrows,action
SCHEDULE_scroll_Right,action
SCHEDULE_click_Previous_Arrows,action
SCHEDULE_scroll_Up,action
SCHEDULE_scroll_Down,action
SCHEDULE_scroll_Left,action
STARRED_click_Sandbox_tab,action
SCHEDULE_click_Home_btn,action
DASHBOARD_click_Map_btn,action
MAP_click_Home_btn,action
DASHBOARD_click_Sessions_btn,action
SESSIONS_select_Sessions_list,0,1,2,3
SESSIONSDETAILS_select_Talk_list,0,1,2,3
TALKDETAILS_go_Back,action
SESSIONS_click_Home_btn,action
STARRED_click_Home_btn,action
DASHBOARD_click_Sandbox_btn,action
SANDBOX_click_Home_btn,action
DASHBOARD_click_Bulletin_btn,action
BULLETIN_click_Home_btn,action
DASHBOARD_click_Realtime_Stream_btn,action
REALTIME_click_Home_btn,action

[input models]
M56,DASHBOARD_click_Map_btn,MAP_click_Home_btn,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Office_hours
M57,DASHBOARD_click_Map_btn,MAP_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M58,DASHBOARD_click_Map_btn,MAP_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M59,DASHBOARD_click_Sessions_btn,SESSIONS_select_Sessions_list,SESSIONSDETAILS_select_Talk_list,TALKDETAILS_go_Back
M60,DASHBOARD_click_Sessions_btn,SESSIONS_click_Home_btn,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Office_hours
M61,DASHBOARD_click_Sessions_btn,SESSIONS_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M62,DASHBOARD_click_Sessions_btn,SESSIONS_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M63,DASHBOARD_click_Starred_btn,STARRED_click_Home_btn,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Office_hours
M64,DASHBOARD_click_Sandbox_btn,SANDBOX_click_Home_btn,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Office_hours
M65,DASHBOARD_click_Sandbox_btn,SANDBOX_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M66,DASHBOARD_click_Sandbox_btn,SANDBOX_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M67,DASHBOARD_click_Bulletin_btn,BULLETIN_click_Home_btn,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Office_hours
M68,DASHBOARD_click_Bulletin_btn,BULLETIN_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M69,DASHBOARD_click_Bulletin_btn,BULLETIN_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M70,DASHBOARD_click_Realtime_Stream_btn,REALTIME_click_Home_btn,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Office_hours
M71,DASHBOARD_click_Realtime_Stream_btn,REALTIME_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M72,DASHBOARD_click_Realtime_Stream_btn,REALTIME_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M106,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_click_Previous_Arrows,SCHEDULE_click_Next_Arrows,SCHEDULE_click_Office_hours
M107,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_go_Back,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M108,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_go_Back,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M109,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M110,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M122,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_scroll_Left,SCHEDULE_scroll_Down,SCHEDULE_click_Office_hours
M127,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_scroll_Right,SCHEDULE_scroll_Down,SCHEDULE_click_Office_hours
M128,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_scroll_Right,SCHEDULE_scroll_Left,SCHEDULE_click_Office_hours
M132,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Next_Arrows,SCHEDULE_scroll_Down,SCHEDULE_click_Office_hours
M133,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Next_Arrows,SCHEDULE_scroll_Left,SCHEDULE_click_Office_hours
M134,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Next_Arrows,SCHEDULE_scroll_Right,SCHEDULE_click_Office_hours
M137,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Previous_Arrows,SCHEDULE_scroll_Down,SCHEDULE_click_Office_hours
M138,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Previous_Arrows,SCHEDULE_scroll_Left,SCHEDULE_click_Office_hours
M139,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Previous_Arrows,SCHEDULE_scroll_Right,SCHEDULE_click_Office_hours
M140,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Up,SCHEDULE_click_Previous_Arrows,SCHEDULE_click_Next_Arrows,SCHEDULE_click_Office_hours
M141,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Down,SCHEDULE_go_Back,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M142,DASHBOARD_click_Schedule_btn,SCHEDULE_scroll_Down,SCHEDULE_go_Back,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M73,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_go_Back,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M74,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_go_Back,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M75,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sessions_tab
M76,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_click_Home_btn,DASHBOARD_click_Starred_btn,STARRED_click_Sandbox_tab
M81,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Up,SCHEDULE_click_Previous_Arrows,SCHEDULE_click_Office_hours
M82,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Down,SCHEDULE_scroll_Up,SCHEDULE_click_Office_hours
M86,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Down,SCHEDULE_click_Previous_Arrows,SCHEDULE_click_Office_hours
M87,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Left,SCHEDULE_scroll_Up,SCHEDULE_click_Office_hours
M88,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Left,SCHEDULE_scroll_Down,SCHEDULE_click_Office_hours
M91,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Left,SCHEDULE_click_Previous_Arrows,SCHEDULE_click_Office_hours
M92,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Right,SCHEDULE_scroll_Up,SCHEDULE_click_Office_hours
M93,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Right,SCHEDULE_scroll_Down,SCHEDULE_click_Office_hours
M94,DASHBOARD_click_Schedule_btn,SCHEDULE_click_Whaton,SCHEDULE_scroll_Right,SCHEDULE_scroll_Left,SCHEDULE_click_Office_hours
